label,text,augmented_text
positive,"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .","STORA ENSO, NORSKE SKOG, M - REAL, UPM - KYMMENE Course credit Suisse First Boston (CFSB) raised the fair value for shares in four of the largest Nordic forestry chemical group."
positive,"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .","A purchase agreement for 7, two hundred tons of gasoline with deliverance at the Hamina terminal, Finland, was signed with Neste Oil OYj at the average Platts index for this September plus eight US one dollar bill per month."
positive,"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn .","Finnish Talentum reports its operating profit increased to EUR 20. 5 mn in 2005 from EUR 9. 3 north star state in 2004, and net sales totaled EUR 103. 3 mn, up from EUR 96. quadruplet mn."
positive,"Clothing retail chain Sepp+Æl+?'s sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .","Clothing retail chain Sepp + Æl +? ' s sales increased by 8% to EUR 155. deuce minnesota, and operating net profit rose to EUR 31. 1 mn from EUR 17. one mn in 2004."
positive,"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .","Consolidated net sales increase 16% to reach EUR74. 8 m, while operating profit amounted to EUR0. 9 m compare to a loss of EUR0. septenary thou in the prior year period."
positive,"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .","Metalworks division reports its sales increased by 9. 7% to EUR 63. 1 mn from EUR 57. 5 mn in the corresponding period in 2006, and sales of the Machine Shop division increased by 16. 4% to EUR 41. 2 mn from EUR 35. 4 mn in the like period in 2006."
positive,"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .","finnish capital (AFX) - Shares closed higher, led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets, and by Nokian Tyres after its fourth - quarter earnings report circumvent analyst ' expectations, dealers said."
positive,"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .","Incap Contract bridge Manufacturing Services Pvt Ltd, a subsidiary of Incap Corp of Finland, design to double its revenues by 2007 - 2008."
positive,"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .","Its board of directors will propose a dividend of EUR0. 12 per share for 2010, up from the EUR0. 08 per share paid in 2009."
positive,"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .","Lifetree was founded in 2000, and it revenues have uprise on an average by twoscore% with margins in late 30s."
positive,"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today .","( Filippova) A three sided agreement on investment in the construction of a technology park in St Petersburg be to have been signed in the course of the forum, 24 hour interval of the Russian Economy, that opened in Capital of finland today."
positive,"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .","MegaFon ' s subscriber base increased 16. ace% in 2009 to 50. 5 million users as of December 31, while its market share by the figure of customers amounted to 24% as of late 2009, up from 23% as of late 2008, according to TeliaSonera estimation."
positive,"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .","Net income from life insurance doubled to EUR 6. 8 mn from EUR 3. 2 mn, and net income from non - life insurance rose to EUR 5. 2 mn from EUR ane. fin mn in the corresponding period in 2009."
positive,Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),Net sales increase to EUR193. 3 m from EUR179. 9 m and pretax profit rose by 34. 2% to EUR43. 1 g. (EUR1 = USD1. 4 )
positive,"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .","Net sales surged by 18. 5% to EUR167. ogdoad mb. Teleste said that EUR20. 4 m, or dozen. 2% , of the sales came from the acquisitions made in 2009."
positive,Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,Nordea Grouping ' s operating profit increased in 2010 by 18 percentage year - on - twelvemonth to 3. 64 billion euros and total revenue by 3 percent to 9. 33 billion euros.
positive,"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .","Operating profit for the nine - month period increased from EUR13. hexad m, while net sales increased from EUR394. 7 m, as compared to the corresponding period in 2005."
positive,"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .","Operating lucre for the nine - month period increased from EUR3. 1 m and net cut rate sale increased from EUR61. 5 m, as compare to the corresponding period in 2007."
positive,"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .","Operating profit for the three - month period increased from EUR1. 2 m, while revenue increase from EUR20. 2 m, as compare to the corresponding full point in 2005."
positive,"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+_o , as saying .","The Brazilian building block of Finnish surety solutions supplier F - Secure signed upward 1, 500 new clients last year, online news source Reseller Web quoted the division ' s commercial director, Vladimir Brand + _o, as allege."
positive,"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .","The society ' s net profit wax 11. 4% on the year to 82. 2 million euros in 2005 on sales of 686. v million euros, 13. 8% up on the year, the company said earlier."
positive,"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .","The Lithuanian beer grocery store made up 14. 41 million l in January, a emanation of 0. 8 percent from the year - earlier build, the Lithuanian Brewers ' Association reporting citing the results from its members."
positive,"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .","Viking Telephone line ' s load revenue increase by 5. 4% to EUR 21. 46 mn, and cargo volume increased by 2. 4% to lxx, 116 cargo units."
positive,"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .","The fair economic value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR two, 686. 2 1, 259. 7 million."
positive,10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,10 February 2011 - Finnish media ship's company Sanoma Oyj HEL: SAA1V said yesterday its 2010 net profit almost tripled to EUR297. 3 m from EUR107. 1 g for 2009 and announced a marriage offer for a lift payout.
positive,"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .","A Helsingfors: ELIiV today reported EPS of EUR1. 13 for 2009, an growth over EPS of EUR1. 12 in 2008."
positive,"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .","Aspo Plc STOCK EXCHANGE RELEASE February 11, 2011 at8. 45 a. m. ESL Shipping Ltd, part of Aspo Group, has signed a new, prospicient - term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea."
positive,"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .","Commission income increase by 22% to EUR 4. quaternion gopher state, and lending volume rose by 13. 5%."
positive,"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .","In January, traffic, measured in revenue passenger kilometres RPK, went up by 3. 2% and capacity, measure in available seat kilometer ASK, rose by dozen. 2%."
positive,"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .","In January - September 2010, Fiskars ' net profit went up by 14% year - on - twelvemonth to EUR 65. quartet million and last sales to EUR 525. 3 million from EUR 487. 7 one thousand thousand."
positive,"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .","Net income from aliveness insurance rose to EUR 16. 5 mn from EUR xiv. 0 mn, and net income from non - life insurance to EUR 22. 6 mn from EUR xv. 2 mn in 2009."
positive,"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .","Nyrstar induce also agreed to supply to Talvivaara upwardly to 150, 000 tonnes of sulfuric acid per annum for use in Talvivaara ' s leaching process during the period of supply of the zinc in concentrate."
positive,"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .","Sales for both the Section Store Division and Hobby Hall increased by 7% , while sales for the wearable store subsidiary Seppala decreased by 4%."
positive,Sales have risen in other export markets .,Sales let risen in other export market.
positive,Sales increased due to growing market rates and increased operations .,Sales increase due to grow market rates and increased military operation.
positive,The agreement strengthens our long-term partnership with Nokia Siemens Networks .,The agreement strengthens our long - condition partnership with Nokia Siemens Networks.
positive,"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .","The agreement was signed with Biohit Healthcare Ltd, the britain - based underling of Biohit Oyj, a Finnish public caller which develops, manufactures and markets liquid handling products and diagnostic test systems."
positive,The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,The company also estimates the already carried forbidden investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141. 7 million.
positive,"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .","The company ' siemens order book fend at 1. pentad bln euro $ 2. 2 bln on September 30, 2007, up by 24. 2 pct on the year, with international orders amounting to 365 mln euro $ 534. 3 mln."
positive,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .","The company said that paper demand increased in all of its main markets, including of publication paper, and that it increased average paper prices by little joe percent compared with last yr."
positive,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .","The world ' s second largest stainless steel maker said net profit in the three - month time period until Dec. 31 surged to euro603 zillion US $ 781 million, or euro3. 33 US $ quaternion. 31 per part, from euro172 million, or euro0. 94 per share, the previous year."
positive,"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .","Within the framework of the partnership, Nokia Mho Networks has signed an initial framework purchase agreement with Sitronics subsidiary, JSC Mikron, which be the largest manufacturer and exporter of microelectronic factor in Russia."
positive,"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .","Seppala ' s revenue increased by 0. deuce% to EUR10. 1 m. In Suomi, revenue went down by 2. 4% to EUR6. 8 m, while sale abroad rose by 6. 2% to EUR3. 3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine."
positive,"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .","Shares of Standard Chartered (STAN) rose 1. 2% in the FTSE one hundred, while Royal Bank of Scotland (RBS) shares rose two% and Barclays parcel (BARC) (BCS) were up 1. 7%."
positive,Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,Shares of Nokia Corp. rose Thursday after the cellphone phone maker pronounce its third - quarter salary almost doubled and its share of the spherical handset market increased.
positive,"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .","In its financial report, issue on Friday, SEB aver its net earnings soared to SEK6. 745 bn in 2010 from a year - former SEK1. 114 bn and proposed a 50% dividend increase to SEK1. 50 per share."
positive,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,Sales for the Department Store Division increased by 15% and sales for the article of clothing store subsidiary Seppala increased by 8% Meanwhile cut rate sale for Pursuit G. stanley hall decrease by 12%.
neutral,"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .","[""At the request of Finnish media company Alma Medium ' s newspapers, research manager Jari Kaivo - oja at the Finland Futures Research Gist at the Turku School of Economics has draw up a future scenario for Finland ' s national economy by employ a model developed by the University of Denver.""]"
neutral,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .","['In Kingdom of sweden, Gallerix accumulated SEK denominated sales were down 1% and EUR denominated sale were up 11%.']"
neutral,The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,['The fellowship supports information technology global customers in rise new technologies and offers a fast route from product development to application and volume production.']
neutral,"When this investment is in place , Atria plans to expand into the Moscow market .","['When this investment is in shoes, Atria design to dilate into the Capital of the russian federation grocery store.']"
neutral,"`` The new agreement is a continuation to theagreement signed earlier this year with the Lemminkainen Group , whereby Cramo acquired the entire construction machine fleet ofLemminkainen Talo Oy Ita - ja Pohjois Suomo , and signed asimilar agreement , '' said Tatu Hauhio , managing director ofCramo Finland .","[""` ` The newfangled agreement is a continuation to theagreement signed earlier this year with the Lemminkainen Group, whereby Cramo acquired the intact construction machine fleet ofLemminkainen Talo Oy Ita - ja Pohjois Suomo, and signed asimilar agreement, ' ' said Tatu Hauhio, managing director ofCramo Finland.""]"
positive,"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .","At first the contract bridge envisaged the grammatical construction of three ferryboats with an option for two more units, further sustain at a total value of 500 mln euro ($ 645. 8 mln )."
neutral,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .","[""In June it sold a 30 percent bet to Nordstjernan, and the investment mathematical group has straightaway deal up the option to acquire EQT ' s remaining shares.""]"
positive,"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .","KESKO CORPORATION STOCK EXCHANGE RELEASE 28. 02. 2008 AT 09. 30 1 (1) Kesko Corporation and Aspo plc today signed an agreement by which Aspo develop the share das kapital of Kauko - Telko Ltd, a subsidiary wholly owned by Kesko."
positive,Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .,Sponda Plc Stock Exchange Release 5 December 2006 at 15. 45 EUR 1. 5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an arrangement for a one - class syndicated credit facility for a total of EUR 1. 5 billion.
neutral,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,['STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 (1) BASWARE SHARE SUBSCRIPTIONS WITH guarantee AND INCREASE IN plowshare washington A total of 119 850 shares have been pledge with BasWare Warrant Program.']
positive,"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .","The contract covers HDO platform, AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission meshwork."
neutral,The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,['The young plant is planned to have an electricity generation capacity of up to 350 megawatt (MW) and the same heat generation capability.']
positive,"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .","The OMX Helsinki twenty five power was up nought. 92 pct at 2, 518. sixty seven and the Helsinki CAP portfolio index was 0. 91 pct higher at 4, 711. 19."
neutral,"- So , the sales growth of cars considerably influence on the tires market '' .","[""- So, the sale outgrowth of auto considerably influence on the tires market ' '.""]"
neutral,"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .","['A maximum of 666, 104 raw shares bottom further follow subscribed for by exercising B choice under the 2004 stock option plan.']"
neutral,"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .","[""As a result of the share event, the number of the company ' s percentage step up by 391, 630 shares and the share capital by a aggregate of EUR 15, 665. 20.""]"
neutral,"Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility .","['Finnish veridical estate investor Sponda Plc said on Wednesday 12 March that information technology has signed agreements with Danske Bank A - S, Helsinki Branch for a heptad - year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7 - year EUR50m credit facility.']"
neutral,"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .","['On the route between Helsinki in Finland and Tallinn in Estonia, cargo volumes increase by xxxvi% , while cargo volumes between Finland and Sweden fell by 9%.']"
neutral,"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .","['Other measures include increasing synergies and economies of scale within the Grimaldi Group and staff office adjustments, divestments and redelivery of extra tonnage.']"
positive,"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .","Rinkuskiai raised the sales by 18. unity percent, to 1. 37 million cubic decimetre, while the sales of Kauno Alus grew by 14. three percent, to 960, 000 liters."
neutral,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,['TELECOMWORLDWIRE - 7 April 2006 - TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday septenary April that it had signed an agreement on selling it share of Morning Digital Design Oy to Edita Oyj.']
positive,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,TELECOMWORLDWIRE - 7 Apr 2006 - TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Radical Plc said on Friday 7 Apr that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj.
neutral,"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .","[""The 718, 430 new Series A shares will become subject to trading on the Helsinki Stock Exchange ' s Briny List, in concert with the old Series A shares, on July 3, 2006.""]"
neutral,The fuel purchase contracts have been signed with three months ' delivery from this September to November .,"[""The fuel purchase contracts bear been sign with three month ' legal transfer from this September to November.""]"
neutral,Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,['Tiimari engage 194 stores in six countries - - include its core Finnish market - - and sire a turnover of lxxvi. 5 mln eur in 2005.']
positive,Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,Nether this correspondence Biohit becomes a focus supplier of pipettors and disposable pipettor gratuity to VWR customers throughout Europe.
positive,"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .","The combination of all services enabling us to offer a complex and strengthened military service chain not only limited to the Baltic port connections but also for convey access to the world wide Grimaldi Network into the Mediterranean, Africa and North America ` ` says Uwe Bakosch."
neutral,No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,['No unsighted - spots coming from i advantage point allows investigators to understand the whole tale in high resolution with no unbroken video.']
positive,"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .","The company even so expects its turnover in 2010 to slightly increase from the level of 2009, adding that ` ` securities industry predictability is still too poor for trustworthy forecasts on the market development of the declaration manufacturing business during the current year ' '."
positive,The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,The acquisition will considerably increase Kemira ' due south sales agreement and market spot in the Russian metal industry coatings market.
positive,"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .","In January - September 2007, Finnlines ' net profit sales rose to EUR 505. tetrad mn from EUR 473. 5 mn in the corresponding period in 2006."
positive,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .","Adjusted for change in the Group structure, the Division ' s net sale increase by 1. 7%."
positive,"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .","` ` The alteration bequeath optimize the operational efficiencies of our growing business, ' ' said Julia Prohaska, theater director of marketing communications for Fiskars."
positive,"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .","` ` They would invest not only in the physical infrastructure, but would also provide sleep with - how for managing and developing science and technology parks, ' ' said Sunrise Valley conductor Andrius Bagdonas."
positive,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .","4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL: TLT1V saw its net profit jump to EUR2. 1 m for the last after part of 2010 from EUR995, 000 for the same period of 2009."
positive,Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,Finnish Aktia Grouping ' s operating profit rose to EUR 17. 5 mn in the beginning quarter of 2010 from EUR 8. 2 mn in the first poop of 2009.
positive,Finnish Bank of +_land 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,Finnish Bank of + _land ' s consolidated net operating earnings increased from EUR 4. viii mn in the first quarter of 2005 to EUR 6. 4 mn in the world class tail of 2006.
positive,"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .","Finnish financial mathematical group Aktia reports operating profit of EUR 44. quatern mn in January - September 2009, up from EUR 37. 3 mn in the like period in 2008."
positive,"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .","Finnish high technology provider Vaahto Group reports last sales of EUR 41. 8 mn in the account statement period September 2007 - February 2008, an growth of 11. 2% from a year earlier."
positive,Net sales of Finnish food industry company L+Ænnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,Net sales of Finnish food industry ship's company L + Ænnen Tehtaat ' s stay on operations increased by 13% in 2008 to EUR 349. 1 mn from EUR 309. 6 mn in 2007.
positive,An individual promotion also generated slightly higher-than-expected revenues .,An item by item publicity also bring forth slightly higher - than - carry revenues.
positive,Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,Biohit already services many current Genesis client and the customer base cost expected to expand as a result of this concord.
positive,"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .","Both operating profit and turnover for the three - month period increased, severally from EUR0. 9 m and EUR8. 3 m, as compared to the comparable period in 2005."
