label,text,augmented_text
positive,"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .","Operating profit value for the the trailing nine-month period increased from EUR13.6 m, while total net sales increased from from * EUR394.7 m, as compared previously to the corresponding group period in 2005 b."
positive,"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .","Operating cash profit for the nine-month period increased from EUR3.1 tr m and net from sales outstanding increased uniformly from approximately EUR61 6.5 p m, both as compared to the corresponding period in 2007 to."
positive,"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .","Operating real profit for through the last three-month period had increased from EUR1.2 m m al, through while revenue increased from EUR20.2 m y, as compared to the corresponding period in years 2005 and."
positive,"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+_o , as saying .","The European Brazilian IT unit of Finnish security business solutions services provider group F-Secure signed up fully 1,500 new clients last year, Finnish online news media source Reseller Web quoted the division's commercial IT director Vladimir, Vladimir Brand+_o, as saying."
positive,"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .","The company's net profit rose almost 11.4 % FY on FY the year before to 82.2 million euros in FY 2005 on underlying sales of approximately 686.5 million euros, just 13.8 % cent up on the year ended, the company said earlier."
positive,"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .","The Lithuanian beer market made up a 14.41 million liters reported in last January, marking a rise of 0.8 percent seen from in the three year-earlier figure, the Lithuanian Brewers'Union Association reporting citing the results from from its members magazine."
positive,"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .","Viking Line ASA's cargo revenue increased, by, 5.4 ( % ) to EUR ($ 21.46 - mn, ) and cargo volume increased by a 2.4 % to 70,116 cargo units ()."
positive,"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .","The net fair value figure of the available property portfolio doubled as a sole result â€?of purchasing the Kapiteeli Properties acquisition â€?and totalled EUR CAD 2,686.2 IS 1,259.7 million."
positive,10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,10 February 2011 - Finnish media company Aqua Sanoma Cinema Oyj L HEL Helsinki : SAA1V. said yesterday its 2010 net profit almost tripled to EUR297 w.3 l m t from EUR107.1 m for 2009 and again announced a proposal calling for a raised payout.
positive,"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .","A Helsinki Mirror : ELIiV today reported EPS created of EUR1."".13 for 2009., is an exceptional increase of over EPS generated of EUR1..12 in 2008."
positive,"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .","Aspo Plc STOCK EXCHANGE RELEASE February the 11, 2011 at8.45 a.m.. ESL Shipping Ltd, part of our Aspo Energy Group, has been signed a a new, undisclosed long-term contract with Rautaruukki Corporation. for the safe marine transport of raw materials on the Baltic Sea offshore."
positive,"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .","Commission income also increased by 22 % compared to EUR 4.4 / mn /, and overall lending volume rose * by 13.5 + % To."
positive,"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .","In January, traffic frequency, measured in revenue passenger kilometres RPK, also went up simply by 3.2 % and capacity, measured in available available revenue seat seat kilometres ASK, simply rose up by 12.2 ^ %."
positive,"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .","In January-September, 2010, Fiskars'net net profit ; went up by 14 + % of year-on-year to new EUR 65.4 - million ; and net sales to EUR 525.3 million from earlier EUR S 487.7 million."
positive,"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .","Net income from global life insurance particularly rose significantly to EUR 16.5 mn - from EUR 14.0 mn 2009, while and net premium income from non-life group insurance to EUR over 22.6 mn from EUR 15.2 mn achieved in 2009."
positive,"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .","Nyrstar Resources has also recently agreed to supply to Talvivaara up to 150,000 tonnes each of sulphuric metal acid storage per annum for sustainable use in Talvivaara's leaching replacement process required during the period of supply shutdown of the zinc in concentrate ore."
positive,"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .","Sales for both the Department Store Department Division LLC and Hobby Hall division increased substantially by 7 % %, while sales increases for the clothing store subsidiary of Seppala Limited decreased unexpectedly by 4 %."
positive,Sales have risen in other export markets .,Sales orders have barely risen in several other export markets.
positive,Sales increased due to growing market rates and increased operations .,Sales increased due predominantly to growing spot market rates worldwide and our increased operations.
positive,The agreement strengthens our long-term partnership with Nokia Siemens Networks .,The agreement further strengthens our long-term customer partnership agreement with the Nokia Siemens Wireless Networks.
positive,"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .","The relevant agreement was signed with Biohit Healthcare Ltd Ltd,, the UK-based subsidiary branch of IF Biohit Health Oyj, a Finnish public company which develops, manufactures and markets liquid handling disposal products and diagnostic waste test and systems as."
positive,The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,The company also lower estimates after the board already carried carried out large investments online to lead to just an increase in in its net sales for 2010 from 2009 when they just reached almost EUR 141.7 million.
positive,"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .","The company reported's order book stood at 1.5 bln euro trillion $ 2.2 bln on September 30, fiscal 2007, still up by approximately 24.2 pct on the year, standing with gross international orders amounting to 365 million mln euro million $ 534.3 million mln."
positive,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .","The company said that paper demand had increased in of all of its 28 main markets, including of publication of papers, and that it also increased average paper prices in by 4 percent as compared against with last year by."
positive,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .","The world's second largest stainless stainless steel maker said net underlying profit in the three-month time period until Dec. 31 surged to euro603 million US$ 781 million d, or euro3.33. US$ 4.31 per share,, from euro172 million, worth or euro0 0.94 earnings per share, the equivalent previous year."
positive,"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .","Within the framework of managing the current partnership with, Nokia Siemens Networks has signed an initial initial framework technology purchase price agreement with Russian Sitronics Group subsidiary manufacturer, JSC AG Mikron, which is the largest manufacturer and exporter of microelectronic components in Russia."
positive,"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .","Seppala\'s revenue increased by \u200b 0.2 % only to represent EUR10.1 m. In Northern Finland only, revenue went down by 2.4 1 % to EUR6.8 m, while sales abroad rose by 6.2 % to EUR3.3 2 m. "" Sales significantly increased in all the Baltic countries as well as in Russia and Ukraine (."
positive,"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .","Shares of Standard bank Chartered ( STAN ) rose 1.2 % in the English FTSE 100, while Royal Bank of Scotland ( ( and RBS ) shares again rose 2 %, and Barclays shares. ( BARC ) ( or BCS ) shares were up 1.7 Â½ %."
positive,Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,Shares a of Nokia Corp. rose Thursday after its the handset cell phone business maker said its its third-quarter operating earnings nearly almost doubled and declared its share of the wider global handset market increased.
positive,"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .","In just its financial year report,, published on Friday, SEB said its annual net investment profit soared to SEK6.745 bn in 2010 year from a year-earlier SEK1.114 bn and proposed a 50 7 % share dividend increase to SEK1.50 per share share of."
positive,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,"Sales orders for the Department Store Division increased by 15 * %, and sales for at the summer clothing store subsidiary of Seppala Lines increased by 8 %. Meanwhile sales sales for Hobby Hall decreased by 12 % %."
neutral,"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .","[""At the request of Finnish media company Ah Alma Media group's newspapers, senior research manager Professor Jari Kaivo-oja at the Finland Futures Research Satellite Centre at the Turku School of Economics has drawn up a future scenario for doubling Finland's national economy by using for a model primarily developed by with the University of Denver.""]"
neutral,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .","['In Sweden alone, Gallerix accumulated SEK cash denominated net sales annual were down 5 1 6 % and EUR denominated sales were up 11 2 % annually.']"
neutral,The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,['The company greatly supports its global customers in developing its new technologies efficiently and offers users a fast technological route from product range development to applications development and volume production plants.']
neutral,"When this investment is in place , Atria plans to expand into the Moscow market .","['When this investment opportunity is in place, Russia Atria has plans to expand into into of the Moscow core market.']"
neutral,"`` The new agreement is a continuation to theagreement signed earlier this year with the Lemminkainen Group , whereby Cramo acquired the entire construction machine fleet ofLemminkainen Talo Oy Ita - ja Pohjois Suomo , and signed asimilar agreement , '' said Tatu Hauhio , managing director ofCramo Finland .","[""`` The new agreement is a continuation to theagreement signed earlier this year with the Lemminkainen Group Oy, whereby Cramo acquired the entire rail construction machine operating fleet ofLemminkainen Talo Oy from Ita - ja O Pohjois Te Suomo Oy, and were signed asimilar agreement, '' said Tatu Hauhio, managing managing director ofCramo Finland.""]"
positive,"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .","At first the contract envisaged the construction exclusively of three prototype ferryboats together with an option for two more units and, further confirmed at at signing a total final value of 500 mln Italian euro ( $ 645.8 mln $ )."
neutral,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .","[""In June it sold a 30 percent percent stake to Alfred Nordstjernan, and says the investment services group has until now taken snap up of the exercise option to unilaterally acquire EQT's remaining 16 shares.""]"
positive,"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .","KESKO CORPORATION Japan STOCK EXCHANGE NEWS RELEASE 28.02.2008 AT 09.30 1 ( 1 ) The Kesko Corporation and Aspo Britain plc today () signed an initial agreement by which Aspo Japan acquires the share capital of Kauko-Telko Industry Ltd Tokyo,, a subsidiary wholly owned by Kesko."
positive,Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .,Sponda Plc Stock Exchange Release 5 December - 2006 at 15.45 EUR 1.5 BILLION SYNDICATED LIMITED CREDIT FACILITY FOR 2009 SPONDA Sponda has signed an agency agreement for obtaining a one-year syndicated convertible credit facility for reaching a total issuance of EUR 1.5 million billion USD.
neutral,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,['STOCK OF EXCHANGE ANNOUNCEMENT 20 2 July 2006 1 Share ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND FOR INCREASE SHARES IN SHARE BASE CAPITAL A total of 119 000 850 new shares have been subscribed for with an BasWare Warrant Program.']
positive,"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .","The contract deal covers new HDO platform ASIC, AC800 and AMD CXE880 powered optical Fttb gateway nodes designed to significantly increase substantially the forward and aft return path capacity of the wireless transmission networks."
neutral,The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,['The whole new plant is planned for to have an additional electricity generation scale capacity of a up close to 350 mega megawatts ( 200 MW s ) and the same heat generation capacity.']
positive,"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .","The Tok OMX Finland Helsinki 25 index was up 0.92 billion pct Monday at 2,518.67 Yen and the Helsinki CAP portfolio share index also was 0.91 pct yen higher closed at 4,711.19 yen."
neutral,"- So , the sales growth of cars considerably influence on the tires market '' .","[""- So in, the average sales growth of cars shows considerably less influence on'the tires market ''.""]"
neutral,"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .","['A predetermined maximum of 666,104 outstanding new shares can only further be partially subscribed for by directly exercising Category B options permitted under the 2004 amended stock option plan.']"
neutral,"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .","[""As a successful result of the share issue exercises,, the index number of all the company's shares increases by 391,630 shares ; and the share market capital by becoming a total of approximately EUR OF 15,665.20.""]"
neutral,"Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility .","['Finnish office real estate investor Sponda Plc said ( on Wednesday evening 12 December March that it has signed agreements () with Danske Bank A-S, Helsinki Branch Company for a 7-year EUR150m credit facility () and with Ilmarinen Mutual Pension Insurance Company () for issuing a 7-year revolving EUR50m credit facility.']"
neutral,"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .","['On joining the route extending between Helsinki in Finland and Tallinn in Estonia, aviation cargo passenger volumes increased by 36 6 %,, while cargo volumes running between northern Finland Helsinki and Sweden fell by 9 %..']"
neutral,"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .","['Other productivity measures included broadly increasing synergies and economies C of scale within the existing Grimaldi Industries Group and major personnel adjustments, through divestments from and redelivery of its excess tonnage facilities.']"
positive,"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .","Rinkuskiai raised just the sales by 18.1 percent, to 1.37 a million liters together, ; while the sales volumes of Kauno at Alus grew by another 14.3 percent., to mark 960,000 liters each."
neutral,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,['TELECOMWORLDWIRE-7 April 2006-TJ Group Management Plc sells stake to in Morning Digital Design Co Oy Finnish IT company TJ Group Holdings Plc d said on Friday on 7 April that it had fully signed onto an agreement on selling its shares of Morning Online Digital Design Oy to Edita Oyj Oy.']
positive,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,TELECOMWORLDWIRE-7 April 18 2006-TJ Group Plc sells stake in Morning Digital Design Company Oy Finnish IT Services company TJ Group Plc said on Friday evening 7 April that whether it had finally signed an agreement on selling down its shares of Morning Star Digital Design Oy Ltd to AS Edita Oyj.
neutral,"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .","[""The 718,430 fresh new Series A shares issued will become subject to trading on the Helsinki Stock Exchange Association's new Main Issue List, along together with reducing the 300 old Series B A shares, started on July 3, 2006.""]"
neutral,The fuel purchase contracts have been signed with three months ' delivery from this September to November .,"[""The fuel purchase agreement contracts have been signed individually with each three months'diesel delivery from R this in September to November.""]"
neutral,Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,['Tiimari operates some 194 stores in just six different countries -- including all its core Finnish market -- domestically and alone generated a turnover contribution of 76.5 mln eur Euros in May 2005 -.']
positive,Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,Under implementing this agreement Biohit Solutions becomes a key focus party supplier chain of pipettors material and disposable pipettor tips to VWR Group customers operating throughout Europe.
positive,"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .","The combined combination of all those services enabling allow us to consistently offer a a complex and strengthened guest service chain not only limited to the Baltic port cruise connections but also for getting access to the expanded world wide Grimaldi Network into the Mediterranean, Africa and North Central America `` says Uwe Bakosch."
neutral,No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,['No blind-spots just coming from point 1 vantage point allows investigators alone to see the other whole bloody story in truly high resolution but with no unbroken video footage.']
positive,"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .","The company still expects all its contract turnover in the 2010 to slightly increase further from the level of 2009, adding that `` market level predictability is '' still much too poor for trustworthy forecasts on the market development activities of all the contract manufacturing business during the current operating year ''."
positive,The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,The successful acquisition will considerably increase Kemira AG's sales business and market lead position in \u200b the Russian metal industry related coatings distribution market.
positive,"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .","In recent January-September 2007 data, Finnlines'2007 net net sales rose unexpectedly to just EUR 505.4 mn from EUR 473.5 mn in the the previous corresponding period in March 2006,."
positive,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .","Adjusted for changes made in the Group share structure, excluding the Insurance Division's net sales increased % by 1.7 % in."
positive,"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .","``. The change will optimize toward the operational efficiencies of scaling our continually growing IoT business, '' said Julia Marie Prohaska Davis, vice director of regional marketing communications for Fiskars."
