label,text
1,Swedish Wallenberg family controlled Investor has bought a large stake of C shares in Swedish retail bank SEB .
0,`` Those uncertainties cloud the long-term outlook . ''
1,Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .
1,"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories ."
2,Finnish-Swedish TietoEnator is expanding its business quickly in Russia .
1,The investment would be some EUR5m .
2,4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .
0,"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur ."
1,"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders ."
1,The retail chain launched in 2007 does not correspond to profit and sales forecasts of the company .
1,The dividend will come on top of the 0.45 eur on A shares and 0.43 on K shares it has already paid on last year 's accounts .
1,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''"
1,Liora 's got a brand-new bag .
1,"Nokia will provide Indosat turnkey services , including civil works , network planning , implementation and integration of a WCDMA 3G-HSPA network ."
1,The acquisition price was not disclosed .
1,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement ."
1,"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % ."
2,Operating profit of the Asian plants grew markedly .
1,"The Finland-based company says it will move into an existing 260,000-square-foot facility in September ."
2,The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .
1,The companies aim to close the deal before the end of the year .
1,"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million ."
1,The shares subscribed will be eligible for trade on the following day from the registration .
0,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .
1,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .
1,"At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 ."
2,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .
0,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .
1,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 ."
1,"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class ."
0,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 ."
1,The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .
1,The technology park will be built near St. Petersburg-based Pulkovo airport .
1,He will report to CapMan Plc 's CEO Heikki Westerlund .
1,"Purchase it for the 12MP snapper , if nothing else ."
2,"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design ."
1,"Takoma will carry out the transaction by acquiring the entire share capital of Moventas Parkano Oy , which runs the factory in Parkano , southern Finland ."
1,"It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion ."
1,"The contract , which was signed yesterday , will run for five years and includes a two-year extension option ."
1,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying ."
1,An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .
2,"Clothing retail chain Sepp+Æl+?'s sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 ."
1,"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision ."
2,"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur ."
0,"`` This is super nasty , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools ."
1,No other ev3 devices were involved in this action .
2,Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .
1,"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open ."
1,Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .
1,"Solvay S.A. has engaged Poyry to provide project management , engineering , procurement , and site services for a hydrogen peroxide production plant to be built by a Solvay-BASF joint venture at BASF 's Zandvliet site , Belgium ."
0,The move was triggered by weak demand for forestry equipment and the uncertain market situation .
1,"Later on , about 150 Finnish-made houses will be build in the area ."
2,"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE ."
1,"TVO 's two-unit 1,740 MW Olkiluoto plant generated 14.2 TWh with an operating ratio across both reactors of 93.5 % , which the company described as `` high by international standards '' ."
2,"I use natural fibers to make the clothes more comfortable , to allow your skin to breathe and to be eco-friendly ."
0,"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion ."
1,"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 ."
1,Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business .
2,"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te"
1,The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .
1,The deal will have no significant effect on the acquiring company 's equity ratio .
1,"Via the plant , the Belgian company will feed 8.4 MW of electricity into the distribution grid and will be able to deliver up to 14 MW of heat ."
1,28 January 2011 - Finnish technology center operator Technopolis Oyj (HEL : TPS1V)said today it will invest EUR22 .5 m in the construction of the second phase of an office facility in Tampere .
0,"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier ."
1,"The acquisition is part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki said ."
1,"`` This agreement is a direct result of LCC 's strategy and plan that was announced earlier this year , '' said Dean Douglas , LCC 's chief executive officer ."
1,It was decided that the auditors are reimbursed according to invoice .
0,"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company ."
1,"This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform ."
2,It will focus on improving its profitability next year by streamlining operations .
1,`` Low energy consumption and flexible loading are just a few of the advantages of the CHF Pro . ''
1,The implementation of the deal is subject to the approval by the Finnish Competition Authority .
2,"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock ."
1,The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .
0,Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .
1,This release is not an offer of securities for sale into the United States or elsewhere .
1,In 2007 Etteplan reported a turnover of EUR125 .2 m.
1,"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed"
1,The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .
1,"Initial estimated total value of the contract was 250 000 Euros , excluding VAT ."
1,"Additionally , information on business segments , competitors and future outlook are provided ."
1,The ore body is sufficient to support anticipated production for at least 46 years .
1,"Under the changes envisaged , HK Ruokatalo would reduce its number of industrial places of business in Finland from eight to six ."
2,"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week ."
2,Also Lemmink+Æinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .
0,"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland ."
0,"Finnish Bank of +_land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 ."
0,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .
2,Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .
0,"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories ."
1,Other potential clients include public administration organizations investing in utility networks and services .
1,"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila ."
1,Most of the dividend will go to the Grimaldi family .
1,"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 ."
2,The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .
2,Exports grew 16.5 percent to 19.1 million liters .
1,"S&P has kept its `` sell '' rating , while Nordea and UBS have reaffirmed their `` buy '' recommendations ."
1,The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .
2,Efficiency programs totalling 100 million euros are under way in Finnair .
1,"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies ."
0,"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover ."
0,"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 ."
1,"Local government commissioner of +_m+_l , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +_m+_l ."
1,A 2001 agreement expired earlier this month .
2,Net profit was 35.5 mln compared with 29.8 mln .
1,Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .
2,"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg ."
2,"The equipment will expand container handling capacity at Namibia 's main port of Walvis Bay , on the west coast ."
1,Fortum is now considering taking part in nuclear energy projects outside of Finland .
2,"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members ."
1,"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) ."
0,"According to the company , staff will be laid off temporarily when necessary ."
2,"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''"
1,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland ."
1,"The joint venture will invest about EUR 500,000 in production technology straight away ."
2,The social plan negotiations were part of the three year turn-around program which is expected to ensure Salomon 's future competitiveness .
1,"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages ."
2,The acquisition is expected to improve access to chrome ore resources in Turkey .
1,The board of directors also proposed that a dividend of EUR0 .20 per outstanding share be paid .
2,"Jobs will not be transferred from Finland , however ."
2,"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 ."
2,"Known as Post Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people ."
1,"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. ."
2,"Thereby , the company will expand its offering to North , Central and South America ."
2,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 ."
1,"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August ."
2,"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 ."
1,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .
1,Earnings per share were EUR -0.04 -0.06 .
1,The price of GMO soy is 5 % -7 % lower than that of non-GMO .
1,Residents access to the block is planned to be from Aleksandri Street .
1,"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance ."
0,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect ."
1,"Ahlstrom Corporation STOCK EXCHANGE RELEASE 13.02.2008 Ahlstrom , a global leader in high performance fiber-based materials , today announced the completion of the acquisition of Friend Group Inc. , which consists of West Carrollton Parchment Company and West Carrollton Converting Company ."
1,The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV .
0,"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn ."
1,The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .
0,Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .
1,Efore has decided to establish a company for eletric vehicle ( EV ) business in China .
2,Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .
2,Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .
1,The contract value amounts to EUR 2.4 million .
1,"It would be premature to talk about dates , volume and the investment procedure , '' he said ."
1,YIT Kausta will build commercial and residential highrises in Virsuliskes area .
2,"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments ."
1,Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .
1,The new shares will provide the shareholders with full shareholder rights .
1,"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built ."
1,"Vacon aims to establish its presence in the solar energy business in various parts of the world towards the end of 2010 , said Olli Teva , marketing director renewable energy applications ."
1,"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-?01-?888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 ."
1,"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks ."
2,Altimo and TeliaSonera said yesterday that Usmanov would be welcome to join the new company .
1,Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .
2,"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 ."
2,"Last year , Lemminkainen completed the Kouvola K-supermarket contract ."
1,The company expects to open its first online shop in the US in the summer in 2011 .
1,Some of the lay-offs will be implemented using part-time employment contracts .
1,"When dialing in , the participants should quote 877417 as conference ID ."
2,"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex ."
1,Chief Financial Officer Jim Heindlmeyer said Beyond Oblivion is in advanced talks with the four major recording companies about its service .
2,"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues ."
0,The situation of coated magazine printing paper will continue to be weak .
1,"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain ."
1,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region ."
2,"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur ."
2,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 ."
2,The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .
1,South America and Asia are other promising markets .
2,"` For Nordea , moving into the new headquarters signifies the beginning of a new era ."
0,"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said ."
2,"The previously concluded adaptation measures concerning the other personnel are adequate for the time being , Raute said ."
1,Why not subscribe to the magazine ?
0,Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .
0,The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .
2,The company said it estimates to make a slight profit thanks to cost-cutting measures .
1,"Marimekko makes all sorts of colorful little impulse buys `` umbrellas , baby bibs , change purses `` and they 're all for sale , the better to take advantage of shoppers who ca n't commit to furniture but want a piece of the action ."
1,All are welcome .
2,"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive ."
1,Their names have not yet been released .
2,"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week ."
2,"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software ."
2,Finnish Outokumpu Technology has been awarded several new grinding technology contracts .
